id,team,element_type,first_name,second_name,web_name
456,10,0,Danny,Ward,Ward
457,14,2,Robert Kenedy,Nunes do Nascimento,Kenedy
458,5,2,Jorge Luiz,Frello Filho,Jorginho
459,8,1,Cyrus,Christie,Christie
460,9,1,Erik,Durm,Durm
461,11,2,Xherdan,Shaqiri,Shaqiri
462,15,1,Jannik,Vestergaard,Vestergaard
463,18,1,Fabian,Balbuena,Balbuena
464,18,2,Felipe Anderson,Pereira Gomes,Felipe Anderson
465,2,2,Yves,Bissouma,Bissouma
466,4,1,Greg,Cunninghamm,Cunningham
467,11,0,Alisson,Ramses Becker,Alisson
468,7,2,Kevin,Mirallas,Mirallas
469,7,3,Sandro,Ramirez,Sandro
470,9,2,Adama,Diakhaby,Diakhaby
471,11,3,Daniel,Sturridge,Sturridge
472,1,1,Diego,Rico,Rico
473,8,0,Fabricio,Agosto Ramirez,Fabri
474,19,2,Joao Filipe Iria,Santos Moutinho,Moutinho
475,2,2,Alireza,Jahanbakhsh,Jahanbakhsh
476,6,2,Sullay,Kaikai,Kaikai
477,8,2,Andre,Schurrle,Schurrle
478,15,1,Matt,Targett,Targett
479,8,3,Aleksandar,Mitrovic,Mitrovic
480,13,2,Andreas,Pereira,Pereira
481,14,1,Fabian,Schar,Schar
482,19,1,Jonathan,Castro Otto,Jonny
483,7,1,Lucas,Digne,Digne
484,3,0,Anders,Lindegaard,Lindegaard
485,6,2,Max,Meyer,Meyer
486,8,1,Alfie,Mawson,Mawson
487,14,3,Yoshinori,Muto,Muto
488,18,2,Robert,Snodgrass,Snodgrass
489,3,0,Joe,Hart,Hart
490,3,1,Ben,Gibson,Gibson
491,10,2,Rachid,Ghezzal,Ghezzal
492,14,3,Salomon,Rondon,Rondon
493,1,2,Jefferson,Lerma,Lerma
494,3,3,Matej,Vydra,Vydra
495,5,3,Tammy,Abraham,Abraham
496,16,2,Georges-Kevin,Nkoudou,Nkoudou
497,5,0,Kepa,Arrizabalaga,Kepa
498,5,2,Mateo,Kovacic,Kovacic
499,19,2,Adama,Traore,Traore
500,10,1,Filip,Benkovic,Benkovic
501,18,3,Lucas,Perez,Lucas
502,2,1,Martin,Montoya,Montoya
503,4,2,Victor,Camarasa,Camarasa
504,6,3,Jordan,Ayew,Ayew
505,7,1,Yerry,Mina,Mina
506,7,2,Bernard,Anicio Caldeira Duarte,Bernard
507,7,2,Andre Filipe,Tavares Gomes,Andre Gomes
508,8,0,Sergio,Rico,Rico
509,8,1,Joe,Bryan,Bryan
510,8,1,Timothy,Fosu-Mensah,Fosu-Mensah
511,8,2,Andre-Frank,Zambo Anguissa,Zambo Anguissa
512,8,3,Luciano,Vietto,Vietto
513,9,2,Isaac,Mbenza,Mbenza
514,10,1,Caglar,Soyuncu,Soyuncu
515,14,1,Federico,Fernandez,Fernandez
516,17,2,Domingos,Quina,Quina
517,18,2,Carlos,Sanchez,Carlos Sanchez
518,19,2,Leander,Dendoncker,Dendoncker
519,13,0,Lee,Grant,Grant
520,8,2,Ibrahima,Cisse,Cisse
521,9,1,Jon Gorenc,Stankovic,Stankovic
522,16,2,Luke,Amos,Amos
523,17,3,Isaac,Success Ajayi,Success
524,19,1,Kortney,Hause,Hause
525,7,1,Kurt,Zouma,Zouma
526,10,2,Nampalys,Mendy,Mendy
527,7,2,Kieran,Dowell,Dowell
528,12,0,Arijanet,Muric,Muric
529,14,1,Jamie,Sterry,Sterry
530,14,2,Sean,Longstaff,Longstaff
531,7,1,Tyias,Browning,Browning
532,9,0,Ryan,Schofield,Schofield
533,3,2,Dwight,McNeil,McNeil
534,4,2,Kadeem,Harris,Harris
535,16,0,Paulo,Gazzaniga,Gazzaniga
536,4,0,Brian,Murphy,Brian Murphy
537,16,0,Alfie,Whiteman,Whiteman
538,18,2,Grady,Diangana,Diangana
539,16,2,Oliver,Skipp,Skipp
540,8,1,Zeze Steven,Sessegnon,Steven Sessegnon
541,0,0,Emiliano,Martinez,Martinez
542,11,3,Divock,Origi,Origi
543,17,1,Ben,Wilmot,Wilmot
544,0,2,Emile,Smith-Rowe,Smith-Rowe
545,0,1,Zech,Medley,Medley
546,18,2,Joe,Powell,Powell
547,18,2,Conor,Coventry,Coventry
548,16,1,Juan,Foyth,Foyth
549,15,3,Michael,Obafemi,Obafemi
550,2,3,Viktor,Gyokeres,Gyokeres
551,0,3,Edward,Nketiah,Nketiah
552,14,0,Frederick,Woodman,Woodman
553,17,3,Adalberto,Penaranda,Penaranda
554,19,2,Ryan John,Giles,Giles
555,15,1,Yan,Valery,Valery
556,11,2,Rafael,Camacho,Camacho
557,10,1,Josh,Knight,Knight
558,2,1,Ben,White,White
559,18,3,Alexandre Nascimento,Costa Silva,Xande Silva
560,16,1,Timothy,Eyoma,Eyoma
561,15,2,Tyreke,Johnson,Johnson
562,0,2,Bukayo,Saka,Saka
563,3,1,Abd-Al-Ali Morakinyo Olaposi,Koiki,Koiki
564,15,1,Kayne,Ramsay,Ramsay
565,0,2,Joseph,Willock,Willock
566,19,1,Max,Kilman,Kilman
567,13,2,Angel,Gomes,Gomes
568,18,2,Samir,Nasri,Nasri
569,15,2,Callum,Slattery,Slattery
570,10,2,Harvey,Barnes,Barnes
571,2,2,Max,Sanders,Sanders
572,4,3,Rhys,Healey,Healey
573,15,3,Sam,Gallagher,Gallagher
574,8,2,Ryan,Babel,Babel
575,6,0,Joe,Tupper,Tupper
576,14,2,Callum,Roberts,Roberts
577,16,3,Kazaiah,Sterling,Sterling
578,5,3,Gonzalo,Higuain,Higuain
579,1,1,Chris,Mepham,Mepham
580,0,1,Carl,Jenkinson,Jenkinson
581,2,1,Dan,Burn,Burn
582,3,2,Josh,Benson,Benson
583,6,0,Lucas,Perri,Perri
584,9,3,Karlan,Grant,Grant
585,0,2,Denis,Suarez,Suarez
586,14,2,Miguel,Almiron,Almiron
587,14,1,Antonio,Barreca,Barreca
588,4,1,Leandro,Bacuna,Bacuna
589,3,3,Peter,Crouch,Crouch
590,10,2,Youri,Tielemans,Tielemans
591,6,3,Michy,Batshuayi,Batshuayi
592,8,1,Havard,Nordtveit,Nordtveit
593,8,2,Lazar,Markovic,Markovic
594,15,1,Alfie,Jones,Jones
595,19,1,Cameron,John,John
596,11,2,Curtis,Jones,Jones
597,9,0,Joel,Coleman,Coleman
598,1,3,Sam,Surridge,Surridge
599,1,2,Kyle,Taylor,Taylor
600,9,1,Demeaco,Duhaney,Duhaney
601,13,2,James,Garner,Garner
602,13,2,Tahith,Chong,Chong
603,12,1,Philippe,Sandler,Sandler
604,18,1,Ben,Johnson,Johnson
605,9,2,Matthew,Daly,Daly
606,9,2,Aaron,Rowe,Rowe
607,13,3,Mason,Greenwood,Greenwood
608,6,1,Sam,Woods,Woods
609,8,2,Harvey,Elliott,Elliott
610,18,2,Nathan,Holland,Holland
611,16,2,George,Marsh,Marsh
612,1,2,Nnamdi,Ofoborh,Ofoborh
613,16,3,Vincent,Janssen,Janssen
614,3,1,Anthony,Driscoll-Glennon,Driscoll-Glennon
615,1,0,Mark,Travers,Travers
616,2,2,Jayson,Molumby,Molumby
617,6,2,Luke,Dreher,Dreher
618,6,1,Nikola,Tavares,Tavares
619,1,2,Matt,Butcher,Butcher
620,8,2,Luca,De La Torre,De La Torre
621,14,2,Kelland,Watts,Watts
622,14,1,Lewis,Cass,Cass
623,5,1,Addji Keaninkin Marc-Israel,Guehi,Guehi
