kickoff_time,team_h_score,team_a_score,was_home,round,total_points,value,transfers_balance,selected,transfers_in,transfers_out,loaned_in,loaned_out,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,ea_index,open_play_crosses,big_chances_created,clearances_blocks_interceptions,recoveries,key_passes,tackles,winning_goals,attempted_passes,completed_passes,penalties_conceded,big_chances_missed,errors_leading_to_goal,errors_leading_to_goal_attempt,tackled,offside,target_missed,fouls,dribbles,id,fixture,opponent_team,team,position
2018-10-05 19:00:00+00:00,1,0,True,8,0,43,-246,6475,55,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,70,18,2,1
2018-10-20 14:00:00+00:00,0,1,False,9,0,43,-416,6115,56,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,87,14,2,1
2018-10-27 14:00:00+00:00,1,0,True,10,0,43,-217,5917,38,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,90,19,2,1
2018-11-03 15:00:00+00:00,3,1,False,11,0,42,-253,5697,46,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,104,7,2,1
2018-11-10 12:30:00+00:00,2,1,False,12,0,42,-152,5565,43,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,111,4,2,1
2018-11-24 15:00:00+00:00,1,1,True,13,0,42,-137,5455,58,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,121,10,2,1
2018-12-01 15:00:00+00:00,1,2,False,14,0,42,-82,5387,28,110,0,0,12,0,0,0,0,0,0,0,1,0,0,0,3,5.2,0.1,0.0,0.5,0,0,0,6,3,0,0,0,8,6,0,0,0,0,0,0,0,1,0,53,134,9,2,1
2018-12-04 19:45:00+00:00,3,1,True,15,7,42,-95,5290,25,120,0,0,59,1,0,0,1,0,0,0,0,0,0,0,20,40.2,0.3,19.0,6.0,0,0,0,6,3,0,1,1,6,3,1,0,0,0,0,0,0,1,0,53,141,6,2,1
2018-12-08 15:00:00+00:00,1,0,False,16,2,42,2193,8039,2473,280,0,0,90,0,0,0,1,0,0,0,0,0,0,0,14,26.0,0.0,4.0,3.0,0,0,0,9,3,0,1,0,62,45,0,0,0,0,1,0,0,0,0,53,152,3,2,1
2018-12-16 13:30:00+00:00,1,2,True,17,1,42,1271,9290,1989,718,0,0,90,0,0,0,2,0,0,0,0,0,0,0,12,12.0,0.1,2.0,1.4,0,0,0,8,4,0,0,0,48,41,0,0,1,0,0,0,0,0,0,53,160,5,2,1
2018-12-22 15:00:00+00:00,2,0,False,18,1,42,-60,9071,422,482,0,0,90,0,0,0,2,0,0,0,0,0,0,0,12,10.2,0.3,0.0,1.1,0,0,0,3,4,0,0,0,47,38,0,0,0,0,0,0,0,1,1,53,171,1,2,1
2018-12-26 17:15:00+00:00,1,1,True,19,2,42,180,9391,722,542,0,0,90,0,0,0,1,0,0,0,0,0,0,0,8,6.2,0.0,0.0,0.6,0,0,0,3,4,0,1,0,18,12,0,0,0,0,0,1,0,1,0,53,180,0,2,1
2018-12-29 15:00:00+00:00,1,0,True,20,0,42,-82,9340,450,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,190,7,2,1
2019-01-02 19:45:00+00:00,2,2,False,21,0,42,-344,9020,219,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,208,18,2,1
2019-01-12 15:00:00+00:00,0,1,True,22,0,42,-524,8546,156,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,210,11,2,1
2019-01-19 15:00:00+00:00,2,1,False,23,0,42,-424,8153,64,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,225,13,2,1
2019-01-29 19:45:00+00:00,4,2,False,24,0,42,-280,7908,98,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,232,8,2,1
2019-02-02 15:00:00+00:00,0,0,True,25,0,42,-155,7747,51,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,240,17,2,1
2019-02-09 17:30:00+00:00,1,3,True,26,0,42,-235,7541,62,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,250,3,2,1
2019-02-26 19:45:00+00:00,2,1,False,28,0,42,-274,6958,8,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,274,10,2,1
2019-03-02 15:00:00+00:00,1,0,True,29,0,42,-366,6595,8,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,281,9,2,1
2019-03-09 12:30:00+00:00,1,2,False,30,0,42,-170,6439,20,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,293,6,2,1
2019-03-30 15:00:00+00:00,0,1,True,32,0,42,-61,6353,75,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,311,15,2,1
2019-04-03 18:45:00+00:00,3,0,False,32,0,42,-61,6353,75,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,264,5,2,1
2019-04-13 14:00:00+00:00,0,5,True,34,0,42,-17,6305,71,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,330,1,2,1
2019-04-16 18:45:00+00:00,0,2,True,34,0,42,-17,6305,71,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,301,4,2,1
2019-04-20 14:00:00+00:00,0,0,False,35,0,42,-41,6278,65,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,349,19,2,1
2019-04-23 18:45:00+00:00,1,0,False,35,0,42,-41,6278,65,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,327,16,2,1
2019-04-27 16:30:00+00:00,1,1,True,36,0,42,-40,6241,19,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,350,14,2,1
2019-05-05 15:30:00+00:00,1,1,False,37,0,42,-39,6202,22,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,360,0,2,1
2019-05-12 14:00:00+00:00,1,4,True,38,0,42,-8,6211,64,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,370,12,2,1
2018-08-11 14:00:00+00:00,2,0,False,1,2,55,0,23952,0,0,0,0,90,0,0,0,2,0,0,0,0,0,0,0,4,9.4,4.4,22.0,3.6,0,0,0,1,5,0,0,0,33,21,0,0,0,0,4,0,0,1,2,54,8,17,2,2
2018-08-19 15:00:00+00:00,3,2,True,2,5,55,-2809,23050,412,3221,0,0,90,0,1,0,2,0,0,0,0,0,0,0,14,25.4,15.5,9.0,5.0,0,1,0,1,5,1,0,0,24,18,0,0,0,0,2,0,3,1,2,54,10,13,2,2
2018-08-25 16:30:00+00:00,1,0,False,3,2,55,379,24959,3212,2833,0,0,75,0,0,0,1,0,0,0,0,0,0,0,5,0.4,1.5,21.0,2.3,0,0,0,0,8,0,0,0,20,19,0,0,0,0,2,0,1,1,1,54,24,11,2,2
2018-09-01 14:00:00+00:00,2,2,True,4,6,55,3165,29257,5912,2747,0,0,74,0,1,0,2,0,0,0,0,0,0,1,30,29.2,27.7,4.0,6.1,0,1,1,1,6,2,3,0,25,19,0,0,0,0,2,0,0,0,3,54,30,8,2,2
2018-09-17 19:00:00+00:00,2,2,False,5,4,55,5228,36184,9286,4058,0,0,90,0,1,0,2,0,0,0,1,0,0,0,20,31.6,45.5,37.0,11.4,0,1,2,3,5,3,0,0,38,26,0,0,0,0,4,0,0,0,0,54,46,15,2,2
2018-09-22 16:30:00+00:00,1,2,True,6,7,55,-169,36043,4009,4178,0,0,90,1,0,0,2,0,0,0,0,0,0,0,23,54.0,39.7,41.0,13.5,0,0,0,1,5,3,1,0,22,18,0,1,0,0,4,0,0,2,2,54,51,16,2,2
2018-09-29 14:00:00+00:00,2,0,False,7,1,55,14413,51901,18514,4101,0,0,78,0,0,0,2,0,0,0,1,0,0,0,7,8.0,29.5,38.0,7.6,0,0,0,2,9,2,1,0,25,18,0,0,0,0,3,0,0,1,0,54,66,12,2,2
2018-10-05 19:00:00+00:00,1,0,True,8,3,55,35033,89486,39706,4673,0,0,90,0,0,1,0,0,0,0,0,0,0,0,17,19.6,43.8,9.0,7.2,0,0,0,2,6,3,0,0,30,22,0,0,0,0,3,0,0,0,6,54,70,18,2,2
2018-10-20 14:00:00+00:00,0,1,False,9,0,55,34430,125034,46797,12367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,87,14,2,2
2018-10-27 14:00:00+00:00,1,0,True,10,0,55,-12584,110790,6010,18594,0,0,9,0,0,0,0,0,0,0,1,0,0,0,1,1.0,0.1,0.0,0.1,0,0,0,1,2,0,0,0,4,2,0,0,0,0,0,0,0,0,1,54,90,19,2,2
2018-11-03 15:00:00+00:00,3,1,False,11,1,55,-35470,75398,1027,36497,0,0,27,0,0,0,1,0,0,0,0,0,0,0,1,3.4,14.5,0.0,1.8,0,0,0,1,3,1,0,0,9,8,0,0,0,0,3,0,0,1,0,54,104,7,2,2
2018-11-10 12:30:00+00:00,2,1,False,12,2,55,-11811,64447,1732,13543,0,0,90,0,0,0,2,0,0,0,0,0,0,0,7,10.8,13.3,0.0,2.4,0,0,0,3,7,1,0,0,29,21,0,0,0,0,3,0,0,1,1,54,111,4,2,2
2018-11-24 15:00:00+00:00,1,1,True,13,6,55,-6485,58104,1131,7616,0,0,72,0,1,1,0,0,0,0,0,0,0,0,18,19.0,16.3,16.0,5.1,0,0,0,1,3,1,0,0,22,18,0,0,0,0,0,0,0,0,1,54,121,10,2,2
2018-12-01 15:00:00+00:00,1,2,False,14,0,55,2885,61598,5141,2256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,134,9,2,2
2018-12-04 19:45:00+00:00,3,1,True,15,1,55,-5430,55918,942,6372,0,0,41,0,0,0,1,0,0,0,0,0,0,0,4,3.2,0.2,0.0,0.3,0,0,0,0,3,0,0,0,6,3,0,0,0,0,1,0,0,1,2,54,141,6,2,2
2018-12-08 15:00:00+00:00,1,0,False,16,2,55,-4669,51240,540,5209,0,0,62,0,0,0,1,0,0,0,0,0,0,0,6,9.4,27.2,13.0,5.0,0,1,0,2,2,2,0,0,26,21,0,0,0,0,2,0,1,1,0,54,152,3,2,2
2018-12-16 13:30:00+00:00,1,2,True,17,2,55,-5763,45605,226,5989,0,0,82,0,0,0,2,0,0,0,0,0,0,0,13,12.8,8.5,0.0,2.1,0,1,0,3,8,0,2,0,34,27,0,0,0,0,2,0,0,1,0,54,160,5,2,2
2018-12-22 15:00:00+00:00,2,0,False,18,1,54,-3478,42412,284,3762,0,0,20,0,0,0,1,0,0,0,0,0,0,0,2,1.0,3.3,0.0,0.4,0,0,0,0,0,0,0,0,7,6,0,0,0,0,1,0,0,0,0,54,171,1,2,2
2018-12-26 17:15:00+00:00,1,1,True,19,1,54,-3629,38860,154,3783,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,2.0,0.3,0.0,0.2,0,0,0,0,1,0,1,0,2,2,0,0,0,0,1,0,0,0,0,54,180,0,2,2
2018-12-29 15:00:00+00:00,1,0,True,20,0,53,-2832,36081,130,2962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,190,7,2,2
2019-01-02 19:45:00+00:00,2,2,False,21,0,53,-1997,34212,89,2086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,208,18,2,2
2019-01-12 15:00:00+00:00,0,1,True,22,1,52,-2537,31728,155,2692,0,0,24,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,0.9,0.0,0.1,0,0,0,1,1,0,0,0,10,8,0,0,0,0,2,0,0,2,0,54,210,11,2,2
2019-01-19 15:00:00+00:00,2,1,False,23,1,52,-1614,30224,180,1794,0,0,30,0,0,0,0,0,0,0,0,0,0,0,5,3.6,12.3,0.0,1.6,0,1,0,1,3,0,0,0,14,12,0,0,0,0,0,0,0,0,0,54,225,13,2,2
2019-01-29 19:45:00+00:00,4,2,False,24,1,52,-848,29485,229,1077,0,0,19,0,0,0,2,0,0,0,0,0,0,0,3,4.2,9.0,36.0,4.9,0,2,0,1,1,0,0,0,9,5,0,0,0,0,3,0,0,0,1,54,232,8,2,2
2019-02-02 15:00:00+00:00,0,0,True,25,0,52,-597,28860,155,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,240,17,2,2
2019-02-09 17:30:00+00:00,1,3,True,26,4,52,-681,28336,265,946,0,0,42,0,1,0,2,0,0,0,0,0,0,0,14,15.8,12.0,6.0,3.4,0,0,1,0,0,1,0,0,18,14,0,0,0,0,1,0,1,0,0,54,250,3,2,2
2019-02-26 19:45:00+00:00,2,1,False,28,2,52,-93,27966,239,332,0,0,90,0,0,0,2,0,0,0,0,0,0,0,12,14.4,46.2,25.0,8.6,0,0,0,1,4,3,0,0,35,29,0,0,0,0,4,1,0,0,3,54,274,10,2,2
2019-03-02 15:00:00+00:00,1,0,True,29,6,52,462,28464,890,428,0,0,90,0,1,1,0,0,0,0,0,0,0,0,21,34.2,86.5,16.0,13.7,0,1,1,1,3,6,0,0,23,20,0,0,0,0,4,1,0,1,1,54,281,9,2,2
2019-03-09 12:30:00+00:00,1,2,False,30,7,52,525,29061,1142,617,0,0,74,1,0,0,1,0,0,0,1,0,0,1,29,36.0,6.6,9.0,5.2,0,1,0,1,8,0,1,1,31,24,0,0,0,0,1,0,0,2,1,54,293,6,2,2
2019-03-30 15:00:00+00:00,0,1,True,32,2,52,7191,40444,9217,2026,0,0,90,0,0,0,1,0,0,0,0,0,0,0,16,13.0,55.1,7.0,7.5,0,3,0,0,6,3,1,0,29,23,0,0,0,0,0,0,1,0,1,54,311,15,2,2
2019-04-03 18:45:00+00:00,3,0,False,32,1,52,7191,40444,9217,2026,0,0,59,0,0,0,3,0,0,0,0,0,0,0,-2,2.4,8.3,5.0,1.6,0,1,0,0,4,0,1,0,13,9,0,1,0,0,5,0,1,1,1,54,264,5,2,2
2019-04-13 14:00:00+00:00,0,5,True,34,-1,52,38494,76337,45891,7397,0,0,67,0,0,0,5,0,0,0,0,1,0,0,-5,0.0,7.5,2.0,0.7,0,1,0,0,2,0,0,0,29,22,0,0,0,0,3,0,0,1,1,54,330,1,2,2
2019-04-16 18:45:00+00:00,0,2,True,34,0,52,38494,76337,45891,7397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,301,4,2,2
2019-04-20 14:00:00+00:00,0,0,False,35,0,52,-37111,37618,121,37232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,349,19,2,2
2019-04-23 18:45:00+00:00,1,0,False,35,0,52,-37111,37618,121,37232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,327,16,2,2
2019-04-27 16:30:00+00:00,1,1,True,36,1,52,-2959,35630,125,3084,0,0,24,0,0,0,0,0,0,0,0,0,0,0,9,9.8,17.1,8.0,3.5,0,1,1,1,0,1,0,0,11,10,0,0,0,0,0,0,0,0,1,54,350,14,2,2
2019-05-05 15:30:00+00:00,1,1,False,37,1,52,-2025,33626,58,2083,0,0,45,0,0,0,0,0,0,0,0,0,0,0,2,7.2,0.6,19.0,2.7,0,0,0,3,2,0,0,0,7,5,0,0,0,0,0,1,0,1,0,54,360,0,2,2
2019-05-12 14:00:00+00:00,1,4,True,38,2,52,-849,32747,500,1349,0,0,90,0,0,0,4,0,0,0,0,0,0,0,14,8.8,27.4,2.0,3.8,0,1,0,1,8,2,1,0,31,27,0,0,0,0,2,0,0,3,2,54,370,12,2,2
2018-08-11 14:00:00+00:00,2,0,False,1,1,45,0,549320,0,0,0,0,90,0,0,0,2,0,0,0,1,0,0,0,14,21.8,11.8,4.0,3.8,0,0,0,6,11,1,2,0,51,44,0,0,0,0,2,0,1,2,1,55,8,17,2,2
2018-08-19 15:00:00+00:00,3,2,True,2,2,45,-43451,515574,6575,50026,0,0,90,0,0,0,2,0,0,0,0,0,0,0,12,15.8,12.3,2.0,3.0,0,0,0,2,6,1,2,0,47,32,0,0,0,0,2,0,0,0,0,55,10,13,2,2
2018-08-25 16:30:00+00:00,1,0,False,3,2,45,-48646,470773,12625,61271,0,0,90,0,0,0,1,0,0,0,0,0,0,0,12,35.0,1.3,0.0,3.6,0,0,0,8,9,0,0,0,54,43,0,0,0,0,1,0,0,2,0,55,24,11,2,2
2018-09-01 14:00:00+00:00,2,2,True,4,1,45,-23994,450526,14801,38795,0,0,90,0,0,0,2,0,0,0,1,0,0,0,11,5.0,2.5,3.0,1.1,0,0,0,5,9,0,2,0,45,38,0,0,0,0,1,0,1,3,0,55,30,8,2,2
2018-09-17 19:00:00+00:00,2,2,False,5,1,45,-39193,412904,7335,46528,0,0,90,0,0,0,2,0,0,0,1,0,0,0,11,12.4,2.0,0.0,1.4,0,0,0,3,6,0,2,0,60,50,0,0,0,0,1,0,0,3,1,55,46,15,2,2
2018-09-22 16:30:00+00:00,1,2,True,6,1,44,-30420,383685,4511,34931,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,2.2,0.3,0.0,0.3,0,0,0,2,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,55,51,16,2,2
2018-09-29 14:00:00+00:00,2,0,False,7,0,44,-42251,340687,800,43051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,66,12,2,2
2018-10-05 19:00:00+00:00,1,0,True,8,0,44,-24261,317137,538,24799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,70,18,2,2
2018-10-20 14:00:00+00:00,0,1,False,9,3,44,-27010,290411,580,27590,0,0,90,0,0,1,0,0,0,0,0,0,0,0,10,16.2,1.7,2.0,2.0,0,0,0,3,6,0,2,0,35,22,0,0,0,0,0,0,0,3,0,55,87,14,2,2
2018-10-27 14:00:00+00:00,1,0,True,10,3,44,-7401,284015,1820,9221,0,0,90,0,0,1,0,0,0,0,0,0,0,0,15,9.8,1.0,0.0,1.1,0,0,0,1,8,0,2,0,35,29,0,0,0,0,0,0,0,1,0,55,90,19,2,2
2018-11-03 15:00:00+00:00,3,1,False,11,2,44,-7334,277080,3150,10484,0,0,90,0,0,0,3,0,0,0,0,0,0,0,12,8.8,0.4,0.0,0.9,0,0,0,2,3,0,2,0,20,15,0,0,0,0,0,0,0,1,1,55,104,7,2,2
2018-11-10 12:30:00+00:00,2,1,False,12,-2,44,-4322,273212,2989,7311,0,0,33,0,0,0,2,0,0,0,0,1,0,0,-6,0.0,0.6,0.0,0.0,0,0,0,1,1,0,1,0,19,16,0,0,0,0,0,0,0,2,0,55,111,4,2,2
2018-11-24 15:00:00+00:00,1,1,True,13,0,44,-23739,248414,140,23879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,121,10,2,2
2018-12-01 15:00:00+00:00,1,2,False,14,0,44,-8115,241314,67,8182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,134,9,2,2
2018-12-04 19:45:00+00:00,3,1,True,15,0,44,-9960,231036,90,10050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,141,6,2,2
2018-12-08 15:00:00+00:00,1,0,False,16,1,44,-5915,225320,330,6245,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,1.4,0.0,0.0,0.1,0,0,0,0,2,0,0,0,14,12,0,0,0,0,0,0,0,0,0,55,152,3,2,2
2018-12-16 13:30:00+00:00,1,2,True,17,2,44,-6395,219206,290,6685,0,0,90,0,0,0,2,0,0,0,0,0,0,0,8,9.8,1.1,0.0,1.1,0,0,0,2,10,0,0,0,56,49,0,0,0,0,1,0,0,5,0,55,160,5,2,2
2018-12-22 15:00:00+00:00,2,0,False,18,0,44,-4377,215067,266,4643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,171,1,2,2
2018-12-26 17:15:00+00:00,1,1,True,19,2,44,-5502,209481,325,5827,0,0,90,0,0,0,1,0,0,0,0,0,0,0,19,21.6,26.3,0.0,4.8,0,1,0,5,3,2,2,0,38,32,0,0,0,0,0,0,0,1,0,55,180,0,2,2
2018-12-29 15:00:00+00:00,1,0,True,20,3,44,-5386,204152,543,5929,0,0,90,0,0,1,0,0,0,0,0,0,0,0,13,13.0,12.3,2.0,2.7,0,0,0,3,8,1,0,0,50,41,0,0,0,0,0,0,0,1,0,55,190,7,2,2
2019-01-02 19:45:00+00:00,2,2,False,21,9,44,-3068,201314,903,3971,0,0,90,1,0,0,2,0,0,0,0,0,0,2,29,45.8,14.4,17.0,7.7,0,0,0,1,7,1,0,0,53,46,0,0,0,0,0,0,0,2,0,55,208,18,2,2
2019-01-12 15:00:00+00:00,0,1,True,22,2,44,2400,204383,9105,6705,0,0,90,0,0,0,1,0,0,0,0,0,0,0,13,9.0,1.3,1.0,1.1,0,0,0,4,9,0,1,0,37,32,0,0,0,0,0,0,1,4,1,55,210,11,2,2
2019-01-19 15:00:00+00:00,2,1,False,23,2,44,-3012,201289,4830,7842,0,0,90,0,0,0,2,0,0,0,0,0,0,0,11,12.2,1.8,6.0,2.0,0,0,0,2,8,0,0,0,48,40,0,0,0,0,1,0,0,1,0,55,225,13,2,2
2019-01-29 19:45:00+00:00,4,2,False,24,1,44,-305,201372,3947,4252,0,0,90,0,0,0,4,0,0,0,1,0,0,0,12,11.8,2.6,1.0,1.5,0,0,0,4,11,0,1,0,55,44,0,0,0,0,0,0,1,2,1,55,232,8,2,2
2019-02-02 15:00:00+00:00,0,0,True,25,0,44,-1773,199116,1381,3154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,240,17,2,2
2019-02-09 17:30:00+00:00,1,3,True,26,2,44,-6061,193372,207,6268,0,0,90,0,0,0,3,0,0,0,0,0,0,0,15,15.0,14.8,0.0,3.0,0,0,0,3,7,1,1,0,62,54,0,0,0,0,0,0,0,1,0,55,250,3,2,2
2019-02-26 19:45:00+00:00,2,1,False,28,2,44,-1376,189093,360,1736,0,0,80,0,0,0,2,0,0,0,0,0,0,0,17,10.8,14.3,8.0,3.3,0,0,0,2,7,1,1,0,54,50,0,0,0,0,0,0,0,1,0,55,274,10,2,2
2019-03-02 15:00:00+00:00,1,0,True,29,3,44,-1001,188164,662,1663,0,0,90,0,0,1,0,0,0,0,0,0,0,0,20,20.6,34.6,0.0,5.5,0,0,0,1,8,3,3,0,71,63,0,0,0,0,1,0,0,0,0,55,281,9,2,2
2019-03-09 12:30:00+00:00,1,2,False,30,7,43,-612,187610,1049,1661,0,0,90,0,1,0,1,0,0,0,0,0,0,2,33,47.8,21.8,0.0,7.0,0,0,0,9,7,2,3,0,46,39,0,0,0,0,0,0,0,0,0,55,293,6,2,2
2019-03-30 15:00:00+00:00,0,1,True,32,1,43,13046,221988,17629,4583,0,0,90,0,0,0,1,0,0,0,1,0,0,0,7,11.8,12.8,20.0,4.5,0,0,0,2,3,1,1,0,44,33,0,0,0,0,2,0,0,1,0,55,311,15,2,2
2019-04-03 18:45:00+00:00,3,0,False,32,2,43,13046,221988,17629,4583,0,0,90,0,0,0,3,0,0,0,0,0,0,0,23,20.0,1.3,0.0,2.1,0,0,0,5,8,0,5,0,49,43,0,0,0,0,0,0,0,1,0,55,264,5,2,2
2019-04-13 14:00:00+00:00,0,5,True,34,2,43,769,200895,6515,5746,0,0,90,0,0,0,5,0,0,0,0,0,0,0,17,14.2,14.3,1.0,3.0,0,0,0,3,11,1,3,0,69,58,0,0,0,0,2,0,1,1,0,55,330,1,2,2
2019-04-16 18:45:00+00:00,0,2,True,34,2,43,769,200895,6515,5746,0,0,90,0,0,0,2,0,0,0,0,0,0,0,13,24.2,13.3,9.0,4.7,0,0,0,5,10,1,0,0,75,62,0,0,0,0,2,0,1,1,1,55,301,4,2,2
