,id,kickoff_time,kickoff_time_formatted,team_h_score,team_a_score,was_home,round,total_points,value,transfers_balance,selected,transfers_in,transfers_out,loaned_in,loaned_out,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,ea_index,open_play_crosses,big_chances_created,clearances_blocks_interceptions,recoveries,key_passes,tackles,winning_goals,attempted_passes,completed_passes,penalties_conceded,big_chances_missed,errors_leading_to_goal,errors_leading_to_goal_attempt,tackled,offside,target_missed,fouls,dribbles,element,fixture,opponent_team
491,19949,2019-04-28T11:00:00Z,28 Apr 12:00,3,0,False,36,0,79,-3584,166225,2300,5884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,355,11
492,20564,2019-05-05T15:30:00Z,05 May 16:30,1,1,True,37,2,79,-6482,159888,1349,7831,0,0,90,0,0,0,1,0,0,0,0,0,0,0,16,15.8,47.7,4.0,6.8,0,1,0,1,3,3,0,0,60,55,0,0,0,0,3,1,0,0,3,13,361,3
493,21180,2019-05-12T14:00:00Z,12 May 15:00,1,3,False,38,0,79,1434,162012,4531,3097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,372,4
494,14,2018-08-12T15:00:00Z,12 Aug 16:00,0,2,True,1,1,75,0,60423,0,0,0,0,53,0,0,0,1,0,0,0,0,0,0,0,7,9.4,10.8,9.0,2.9,0,0,0,0,1,1,2,0,11,7,0,0,0,0,0,2,0,0,1,14,1,13
495,539,2018-08-18T16:30:00Z,18 Aug 17:30,3,2,False,2,1,75,-4393,66721,3565,7958,0,0,22,0,0,0,1,0,0,0,0,0,0,0,2,2.4,4.8,20.0,2.7,0,1,0,0,2,0,0,0,8,5,0,0,0,0,0,0,1,1,0,14,14,6
496,1066,2018-08-25T14:00:00Z,25 Aug 15:00,3,1,True,3,2,74,-9971,58474,2905,12876,0,0,90,0,0,0,1,0,0,0,0,0,0,0,15,17.0,31.8,39.0,8.8,0,0,0,1,7,2,2,0,59,47,0,0,0,0,1,1,0,2,3,14,21,19
497,1597,2018-09-02T12:30:00Z,02 Sep 13:30,2,3,False,4,2,74,271,61047,7240,6969,0,0,90,0,0,0,2,0,0,0,0,0,0,0,15,27.4,52.2,48.0,12.8,0,1,0,3,4,4,0,0,63,50,0,0,0,0,1,0,0,1,2,14,33,5
498,2134,2018-09-15T14:00:00Z,15 Sep 15:00,1,2,False,5,3,74,3939,67200,13533,9594,0,0,79,0,0,1,0,0,0,0,0,0,0,0,12,12.0,31.8,2.0,4.6,0,1,0,0,11,2,0,0,55,47,0,0,0,0,4,0,0,1,1,14,46,15
499,2671,2018-09-23T15:00:00Z,23 Sep 16:00,2,0,True,6,9,74,-738,67228,6429,7167,0,0,79,0,2,1,0,0,0,0,0,0,0,0,28,38.4,34.8,13.0,8.6,0,1,1,0,1,2,0,0,30,25,0,0,0,0,5,0,0,1,0,14,51,8
500,3209,2018-09-29T14:00:00Z,29 Sep 15:00,2,0,True,7,3,74,15093,85332,20969,5876,0,0,62,0,0,1,0,0,0,0,0,0,0,0,2,3.6,2.9,4.0,1.1,0,0,0,0,0,0,0,0,19,16,0,0,0,0,4,0,0,0,0,14,61,18
501,3748,2018-10-07T11:00:00Z,07 Oct 12:00,1,5,False,8,10,74,-3585,80972,5947,9532,0,0,23,1,1,0,0,0,0,0,0,0,0,1,30,51.0,14.0,21.0,8.6,0,0,0,0,2,1,0,0,21,16,0,0,0,0,0,0,0,1,0,14,74,9
502,4290,2018-10-22T19:00:00Z,22 Oct 20:00,3,1,True,9,1,74,58997,149343,69274,10277,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,3.0,1.8,0.0,0.5,0,0,0,0,1,0,0,0,13,11,0,0,0,0,0,0,0,0,0,14,81,11
503,4836,2018-10-28T13:30:00Z,28 Oct 13:30,2,2,False,10,1,74,-24192,121361,8857,33049,0,0,12,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.3,0.0,0.0,0,0,0,0,2,0,0,0,7,5,0,0,0,0,0,0,0,2,0,14,93,7
504,5384,2018-11-03T17:30:00Z,03 Nov 17:30,1,1,True,11,1,74,-35227,87047,1131,36358,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0.4,1.3,0.0,0.2,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,14,101,12
505,5934,2018-11-11T16:30:00Z,11 Nov 16:30,1,1,True,12,4,74,-12431,75940,1884,14315,0,0,15,0,1,0,0,0,0,0,0,0,0,0,13,21.4,10.8,19.0,5.1,0,0,0,1,0,1,0,0,10,7,0,0,0,0,0,0,0,0,0,14,111,20
506,6486,2018-11-25T13:30:00Z,25 Nov 13:30,1,2,False,13,1,74,-4620,72169,1979,6599,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,4.6,11.3,2.0,1.8,0,0,0,0,2,1,1,0,8,8,0,0,0,0,1,0,0,0,0,14,121,2
507,7039,2018-12-02T14:05:00Z,02 Dec 14:05,4,2,True,14,7,73,-4053,68324,563,4616,0,0,45,0,2,0,0,0,0,0,0,0,0,0,21,35.4,24.4,23.0,8.3,0,0,0,0,3,2,0,0,15,11,0,0,0,0,1,0,2,0,0,14,131,17
508,7595,2018-12-05T20:00:00Z,05 Dec 20:00,2,2,False,15,1,73,4343,73431,6670,2327,0,0,45,0,0,0,1,0,0,0,0,0,0,0,6,2.8,14.1,10.0,2.7,0,0,0,0,1,1,0,0,32,26,0,0,0,0,0,0,0,2,0,14,145,14
509,8153,2018-12-08T15:00:00Z,08 Dec 15:00,1,0,True,16,0,73,-4331,69020,3883,8214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,151,10
510,8712,2018-12-16T13:30:00Z,16 Dec 13:30,3,2,False,17,0,73,-7317,61697,683,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,167,16
511,9274,2018-12-22T12:30:00Z,22 Dec 12:30,3,1,True,18,0,72,-1824,60495,1065,2889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,171,4
512,9839,2018-12-26T17:15:00Z,26 Dec 17:15,1,1,False,19,1,72,-2979,57786,711,3690,0,0,28,0,0,0,0,0,0,0,0,0,0,0,3,2.2,2.6,4.0,0.9,0,0,0,0,1,0,0,0,19,16,0,0,0,0,1,0,0,0,1,14,181,3
513,10407,2018-12-29T17:30:00Z,29 Dec 17:30,5,1,False,20,2,72,-2313,55745,394,2707,0,0,90,0,0,0,5,0,0,0,0,0,0,0,6,8.8,4.3,42.0,5.5,0,0,0,1,6,0,0,0,33,25,0,0,0,0,3,0,1,1,1,14,196,12
514,10975,2019-01-01T15:00:00Z,01 Jan 15:00,4,1,True,21,6,72,1068,57435,2690,1622,0,0,15,1,0,0,0,0,0,0,0,0,0,0,21,33.2,1.6,17.0,5.2,0,0,0,0,1,0,0,0,10,10,0,0,0,0,0,0,0,0,0,14,201,9
515,11545,2019-01-12T12:30:00Z,12 Jan 12:30,1,0,False,22,1,72,411,58629,3580,3169,0,0,31,0,0,0,0,0,0,0,0,0,0,0,6,11.4,27.6,6.0,4.5,0,1,0,0,1,2,0,0,32,25,0,0,0,0,2,0,0,0,0,14,220,19
516,12119,2019-01-19T17:30:00Z,19 Jan 17:30,2,0,True,23,3,72,-2467,56417,648,3115,0,0,66,0,0,1,0,0,0,0,0,0,0,0,4,6.0,11.7,45.0,6.3,0,0,0,1,6,1,0,0,17,13,0,0,0,0,4,0,0,1,0,14,221,6
517,12698,2019-01-29T19:45:00Z,29 Jan 19:45,2,1,True,24,1,72,3402,60629,5185,1783,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,1.2,11.4,40.0,5.3,0,0,1,0,1,1,0,0,15,12,0,2,0,0,0,0,1,0,0,14,231,5
518,13281,2019-02-03T16:30:00Z,03 Feb 16:30,3,1,False,25,1,72,-2268,58342,800,3068,0,0,24,0,0,0,0,0,0,0,0,0,0,0,2,0.0,3.9,0.0,0.4,0,0,0,0,0,0,0,0,18,16,0,0,0,0,0,0,0,1,0,14,248,13
519,13935,2019-02-09T15:00:00Z,09 Feb 15:00,1,2,False,26,0,72,964,60031,3302,2338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,254,10
520,14535,2019-02-24T14:05:00Z,24 Feb 14:05,2,0,True,27,3,71,-2497,58146,1370,3867,0,0,62,0,0,1,0,0,0,0,0,0,0,0,7,1.4,3.8,10.0,1.5,0,0,0,0,3,0,1,0,28,22,0,0,0,0,1,0,0,1,0,14,261,16
521,15019,2019-02-27T19:45:00Z,27 Feb 19:45,5,1,True,28,0,71,-412,57451,665,1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,271,2
522,15624,2019-03-02T12:30:00Z,02 Mar 12:30,1,1,False,29,8,71,-1554,55975,356,1910,0,0,71,1,0,1,0,0,0,0,0,0,0,0,22,40.4,12.9,19.0,7.2,0,0,0,1,7,1,1,0,26,19,0,0,0,0,4,1,0,3,1,14,287,17
523,16230,2019-03-10T16:30:00Z,10 Mar 16:30,2,0,True,30,3,71,2251,58811,3183,932,0,0,90,0,0,1,0,0,0,0,0,0,0,0,6,16.6,3.1,18.0,3.8,0,0,0,1,8,0,0,0,39,29,0,0,0,0,2,0,1,1,0,14,291,14
524,17145,2019-04-01T19:00:00Z,01 Apr 20:00,2,0,True,32,11,71,-818,58872,1379,2197,0,0,66,1,0,1,0,0,0,0,0,0,0,3,34,41.6,8.4,25.0,7.5,0,0,0,0,12,0,0,1,73,68,0,0,0,0,3,0,0,0,0,14,311,15
525,18045,2019-04-07T13:05:00Z,07 Apr 14:05,1,0,False,33,1,71,14299,75797,16330,2031,0,0,45,0,0,0,0,0,0,0,0,0,0,0,10,12.8,16.9,27.0,5.7,0,0,0,1,3,1,2,0,36,28,0,0,0,0,1,0,2,0,2,14,323,8
526,18419,2019-04-15T19:00:00Z,15 Apr 20:00,0,1,False,34,3,71,16409,90435,25642,9233,0,0,67,0,0,1,0,0,0,0,0,0,0,0,14,14.0,31.9,39.0,8.5,0,1,0,1,3,2,1,0,65,59,0,0,0,0,1,0,1,2,0,14,340,18
527,19105,2019-04-21T15:00:00Z,21 Apr 16:00,2,3,True,35,0,71,-9015,82209,20804,29819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,341,7
528,19104,2019-04-24T18:45:00Z,24 Apr 19:45,3,1,False,35,0,71,-9015,82209,20804,29819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,310,20
529,19950,2019-04-28T11:00:00Z,28 Apr 12:00,3,0,False,36,0,71,-16179,65209,91,16270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,355,11
530,20565,2019-05-05T15:30:00Z,05 May 16:30,1,1,True,37,0,71,-4925,60529,97,5022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,361,3
531,21181,2019-05-12T14:00:00Z,12 May 15:00,1,3,False,38,0,71,-2064,58519,120,2184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,372,4
532,15,2018-08-12T15:00:00Z,12 Aug 16:00,0,2,True,1,0,55,0,35746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,13
533,540,2018-08-18T16:30:00Z,18 Aug 17:30,3,2,False,2,7,55,-6773,34141,670,7443,0,0,74,1,0,0,2,0,0,0,0,0,0,0,30,40.4,26.0,27.0,9.3,0,1,2,3,4,2,0,0,16,9,0,0,0,0,5,0,1,0,1,15,14,6
534,1067,2018-08-25T14:00:00Z,25 Aug 15:00,3,1,True,3,4,55,30671,78035,42143,11472,0,0,45,0,1,0,1,0,0,0,0,0,0,0,16,19.0,12.7,2.0,3.4,0,0,1,0,3,1,1,0,12,10,0,0,0,0,3,0,0,1,1,15,21,19
535,1598,2018-09-02T12:30:00Z,02 Sep 13:30,2,3,False,4,0,55,18462,101512,32826,14364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,33,5
536,2135,2018-09-15T14:00:00Z,15 Sep 15:00,1,2,False,5,0,55,-22134,79017,5804,27938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,46,15
537,2672,2018-09-23T15:00:00Z,23 Sep 16:00,2,0,True,6,1,55,-15691,64854,2025,17716,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,4.8,11.4,6.0,2.2,0,0,0,0,1,1,1,0,12,10,0,0,0,0,3,0,0,0,0,15,51,8
538,3210,2018-09-29T14:00:00Z,29 Sep 15:00,2,0,True,7,4,55,-7541,58044,1296,8837,0,0,27,0,1,0,0,0,0,0,0,0,0,0,9,1.8,1.5,18.0,2.1,0,0,0,1,0,0,0,0,15,12,0,0,0,0,2,0,0,1,0,15,61,18
539,3749,2018-10-07T11:00:00Z,07 Oct 12:00,1,5,False,8,2,55,1304,60377,5013,3709,0,0,66,0,0,0,1,0,0,0,0,0,0,0,7,10.2,3.2,14.0,2.7,0,0,0,2,3,0,0,0,26,17,0,0,0,0,4,0,0,1,4,15,74,9
540,4291,2018-10-22T19:00:00Z,22 Oct 20:00,3,1,True,9,2,55,2604,64150,7725,5121,0,0,90,0,0,0,1,0,0,0,0,0,0,0,21,23.6,26.3,27.0,7.7,0,0,0,2,5,2,4,0,50,40,0,0,0,0,4,0,0,0,3,15,81,11
541,4837,2018-10-28T13:30:00Z,28 Oct 13:30,2,2,False,10,2,55,6200,71137,10527,4327,0,0,90,0,0,0,2,0,0,0,0,0,0,0,4,4.0,5.3,14.0,2.3,0,0,0,2,4,0,0,0,34,24,0,0,0,0,6,0,1,0,1,15,93,7
542,5385,2018-11-03T17:30:00Z,03 Nov 17:30,1,1,True,11,4,55,-4028,67211,3585,7613,0,0,22,0,1,0,0,0,0,0,0,0,0,0,16,22.4,19.0,4.0,4.5,0,1,0,0,3,1,0,0,18,12,0,0,0,0,1,0,0,0,2,15,101,12
543,5935,2018-11-11T16:30:00Z,11 Nov 16:30,1,1,True,12,1,55,5413,73961,9030,3617,0,0,45,0,0,0,1,0,0,0,0,0,0,0,4,4.6,9.6,20.0,3.4,0,1,0,0,1,0,0,0,34,27,0,0,0,0,3,1,0,0,2,15,111,20
544,6487,2018-11-25T13:30:00Z,25 Nov 13:30,1,2,False,13,2,55,-2942,71349,3096,6038,0,0,81,0,0,0,1,0,0,0,0,0,0,0,6,6.6,15.4,38.0,6.0,0,0,0,0,3,1,0,0,42,32,0,0,0,0,2,0,1,1,0,15,121,2
545,7040,2018-12-02T14:05:00Z,02 Dec 14:05,4,2,True,14,1,55,-1402,70314,2322,3724,0,0,45,0,0,0,2,0,0,0,0,0,0,0,-2,2.4,3.8,42.0,4.8,0,0,0,1,2,0,0,0,17,13,0,0,0,0,4,0,1,0,0,15,131,17
546,7596,2018-12-05T20:00:00Z,05 Dec 20:00,2,2,False,15,2,55,-2611,67932,2677,5288,0,0,64,0,0,0,1,0,0,0,0,0,0,0,12,7.0,10.9,8.0,2.6,0,1,0,0,6,0,0,0,36,26,0,0,0,0,1,0,0,0,2,15,145,14
547,8154,2018-12-08T15:00:00Z,08 Dec 15:00,1,0,True,16,1,55,3395,72209,7394,3999,0,0,45,0,0,0,0,0,0,0,0,0,0,0,-3,3.0,12.2,0.0,1.5,0,0,0,0,2,1,0,0,19,12,0,0,0,0,7,0,0,1,1,15,151,10
548,8713,2018-12-16T13:30:00Z,16 Dec 13:30,3,2,False,17,2,55,-5267,66957,1761,7028,0,0,69,0,0,0,2,0,0,0,0,0,0,0,8,7.8,3.8,8.0,2.0,0,0,0,1,5,0,0,0,34,28,0,0,0,0,3,1,1,0,2,15,167,16
549,9275,2018-12-22T12:30:00Z,22 Dec 12:30,3,1,True,18,6,55,-2817,64698,1990,4807,0,0,12,1,0,0,0,0,0,0,0,0,0,0,23,37.2,10.2,35.0,8.2,0,0,0,0,0,1,1,0,3,2,0,0,0,0,1,0,0,0,0,15,171,4
550,9840,2018-12-26T17:15:00Z,26 Dec 17:15,1,1,False,19,1,55,514,65960,4004,3490,0,0,45,0,0,0,0,0,0,0,0,0,0,0,1,1.2,3.1,4.0,0.8,0,0,0,0,1,0,0,0,23,18,0,0,0,0,2,0,0,0,0,15,181,3
551,10408,2018-12-29T17:30:00Z,29 Dec 17:30,5,1,False,20,5,54,-4607,61445,1346,5953,0,0,90,0,1,0,5,0,0,0,0,0,0,0,22,26.2,24.0,21.0,7.1,0,0,1,1,5,2,0,0,40,33,0,0,0,0,5,0,0,1,3,15,196,12
552,10976,2019-01-01T15:00:00Z,01 Jan 15:00,4,1,True,21,6,54,10216,73219,14218,4002,0,0,82,0,1,0,1,0,0,0,0,0,0,1,32,23.8,37.7,22.0,8.4,0,1,3,0,5,3,0,0,37,27,0,0,0,0,0,0,1,0,2,15,201,9
553,11546,2019-01-12T12:30:00Z,12 Jan 12:30,1,0,False,22,2,54,23070,98537,33743,10673,0,0,90,0,0,0,1,0,0,0,0,0,0,0,14,14.6,29.9,4.0,4.9,0,0,0,1,3,2,1,0,42,33,0,0,0,0,3,0,1,0,5,15,220,19
554,12120,2019-01-19T17:30:00Z,19 Jan 17:30,2,0,True,23,1,54,-3383,95106,12279,15662,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,4.2,10.3,0.0,1.5,0,0,0,0,1,1,0,0,3,2,0,0,0,0,1,0,0,0,0,15,221,6
555,12699,2019-01-29T19:45:00Z,29 Jan 19:45,2,1,True,24,1,54,-1443,94704,8263,9706,0,0,45,0,0,0,1,0,0,0,0,0,0,0,5,7.6,13.8,21.0,4.2,0,0,0,0,3,1,0,0,23,19,0,0,0,0,1,0,0,0,1,15,231,5
556,13282,2019-02-03T16:30:00Z,03 Feb 16:30,3,1,False,25,2,54,-9754,84242,1439,11193,0,0,65,0,0,0,3,0,0,0,0,0,0,0,6,0.0,2.2,4.0,0.6,0,0,0,1,4,0,1,0,18,15,0,0,1,0,2,0,0,0,2,15,248,13
557,13936,2019-02-09T15:00:00Z,09 Feb 15:00,1,2,False,26,8,54,794,86613,8020,7226,0,0,87,1,0,1,0,0,0,0,0,0,0,0,17,41.8,19.2,44.0,10.5,0,1,0,1,4,1,0,0,33,20,0,1,0,0,7,0,2,0,2,15,254,10
558,14536,2019-02-24T14:05:00Z,24 Feb 14:05,2,0,True,27,6,54,40943,139264,46366,5423,0,0,74,0,1,1,0,0,0,0,0,0,0,0,23,13.4,46.6,18.0,7.8,0,2,0,1,1,3,1,0,41,34,0,0,0,0,2,0,0,2,1,15,261,16
559,15020,2019-02-27T19:45:00Z,27 Feb 19:45,5,1,True,28,1,54,-10276,117904,3878,14154,0,0,33,0,0,0,0,0,0,0,0,0,0,0,2,3.4,13.3,9.0,2.6,0,0,0,1,1,1,0,0,19,18,0,0,0,0,1,0,1,0,0,15,271,2
560,15625,2019-03-02T12:30:00Z,02 Mar 12:30,1,1,False,29,2,54,-9004,109517,3368,12372,0,0,90,0,0,0,1,0,0,0,0,0,0,0,14,17.2,24.3,39.0,8.1,0,0,1,2,8,2,0,0,33,22,0,0,0,0,3,0,0,0,3,15,287,17
561,16231,2019-03-10T16:30:00Z,10 Mar 16:30,2,0,True,30,1,54,-1508,108806,6569,8077,0,0,13,0,0,0,0,0,0,0,0,0,0,0,2,4.2,0.3,2.0,0.7,0,0,0,1,0,0,0,0,4,2,0,0,0,0,2,0,0,0,1,15,291,14
562,17146,2019-04-01T19:00:00Z,01 Apr 20:00,2,0,True,32,3,54,-4056,97477,3037,7093,0,0,60,0,0,1,0,0,0,0,0,0,0,0,8,3.6,10.4,4.0,1.8,0,1,0,0,1,0,0,0,49,42,0,0,0,0,3,0,0,0,0,15,311,15
563,18046,2019-04-07T13:05:00Z,07 Apr 14:05,1,0,False,33,1,54,5122,104738,7836,2714,0,0,16,0,0,0,0,0,0,0,0,0,0,0,8,7.0,4.7,4.0,1.6,0,1,0,0,1,0,1,0,7,6,0,0,0,0,0,0,0,0,2,15,323,8
564,18420,2019-04-15T19:00:00Z,15 Apr 20:00,0,1,False,34,3,54,-4660,99400,2701,7361,0,0,90,0,0,1,0,0,0,0,0,0,0,0,18,31.4,89.3,65.0,18.6,0,1,1,0,2,7,0,0,62,55,0,0,0,0,4,0,0,0,1,15,340,18
565,19107,2019-04-21T15:00:00Z,21 Apr 16:00,2,3,True,35,1,54,3568,103674,8983,5415,0,0,45,0,0,0,2,0,0,0,0,0,0,0,3,10.0,4.8,23.0,3.8,0,0,0,0,2,0,0,0,34,25,0,0,0,0,5,0,0,0,3,15,341,7
566,19106,2019-04-24T18:45:00Z,24 Apr 19:45,3,1,False,35,2,54,3568,103674,8983,5415,0,0,70,0,0,0,3,0,0,0,0,0,0,0,9,0.8,8.5,12.0,2.1,0,0,0,0,2,0,0,0,46,38,0,0,0,0,1,0,0,0,0,15,310,20
567,19951,2019-04-28T11:00:00Z,28 Apr 12:00,3,0,False,36,1,54,-5454,97844,1148,6602,0,0,45,0,0,0,0,0,0,0,0,0,0,0,1,8.6,14.6,51.0,7.4,0,1,0,1,1,1,0,0,10,6,0,1,0,0,1,0,0,0,0,15,355,11
568,20566,2019-05-05T15:30:00Z,05 May 16:30,1,1,True,37,1,54,-3247,94760,1851,5098,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,2.2,11.0,0.0,1.3,0,0,0,0,2,1,0,0,10,6,0,0,0,0,1,0,0,0,0,15,361,3
569,21182,2019-05-12T14:00:00Z,12 May 15:00,1,3,False,38,10,54,-3160,91448,1225,4385,0,0,90,0,2,0,1,0,0,0,0,0,0,2,37,53.0,57.4,36.0,14.6,0,0,1,1,1,5,1,0,48,42,0,0,0,0,2,0,0,0,1,15,372,4
570,16,2018-08-12T15:00:00Z,12 Aug 16:00,0,2,True,1,0,45,0,120790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,13
571,541,2018-08-18T16:30:00Z,18 Aug 17:30,3,2,False,2,0,45,-14851,131230,3450,18301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,6
572,1068,2018-08-25T14:00:00Z,25 Aug 15:00,3,1,True,3,0,44,-13727,126971,6902,20629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,21,19
573,1599,2018-09-02T12:30:00Z,02 Sep 13:30,2,3,False,4,0,44,-6521,129719,9906,16427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,33,5
574,2136,2018-09-15T14:00:00Z,15 Sep 15:00,1,2,False,5,0,44,-8141,127820,4757,12898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,46,15
575,2673,2018-09-23T15:00:00Z,23 Sep 16:00,2,0,True,6,0,44,-6829,123906,1834,8663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,51,8
576,3211,2018-09-29T14:00:00Z,29 Sep 15:00,2,0,True,7,0,43,4249,134953,12632,8383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,61,18
577,3750,2018-10-07T11:00:00Z,07 Oct 12:00,1,5,False,8,0,43,7472,146353,15152,7680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,74,9
578,4292,2018-10-22T19:00:00Z,22 Oct 20:00,3,1,True,9,0,43,7536,158488,18646,11110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,81,11
579,4838,2018-10-28T13:30:00Z,28 Oct 13:30,2,2,False,10,0,43,-3239,155395,5631,8870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,93,7
580,5386,2018-11-03T17:30:00Z,03 Nov 17:30,1,1,True,11,0,43,-10050,146143,1672,11722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,101,12
581,5936,2018-11-11T16:30:00Z,11 Nov 16:30,1,1,True,12,0,43,-7799,139034,562,8361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,111,20
582,6488,2018-11-25T13:30:00Z,25 Nov 13:30,1,2,False,13,0,43,-4839,135551,963,5802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,121,2
583,7041,2018-12-02T14:05:00Z,02 Dec 14:05,4,2,True,14,0,43,-1278,135315,1009,2287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,131,17
584,7597,2018-12-05T20:00:00Z,05 Dec 20:00,2,2,False,15,0,43,-2226,133690,863,3089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,145,14
585,8155,2018-12-08T15:00:00Z,08 Dec 15:00,1,0,True,16,0,43,-2747,131417,630,3377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,151,10
